elapsed_ms,t_elapsed_s,accel_mag_g
95418,95.418,0.00356685
95436,95.436,0.00356767
95455,95.455,0.00356853
95473,95.473,0.00356935
95491,95.491,0.00357016
95509,95.509,0.00357098
95527,95.527,0.0035718
95545,95.545,0.00357261
95564,95.564,0.00357348
95582,95.582,0.00357429
95600,95.6,0.00357511
95618,95.618,0.00357593
95636,95.636,0.00357674
95655,95.655,0.0035776
95673,95.673,0.00357842
95691,95.691,0.00357924
95709,95.709,0.00358005
95727,95.727,0.00358087
95745,95.745,0.00358168
95764,95.764,0.00358255
95782,95.782,0.00358336
95800,95.8,0.00358418
95818,95.818,0.00358499
95836,95.836,0.00358581
95855,95.855,0.00358667
95873,95.873,0.00358749
95891,95.891,0.0035883
95909,95.909,0.00358912
95927,95.927,0.00358993
95945,95.945,0.00359075
95964,95.964,0.00359161
95982,95.982,0.00359242
96000,96,0.00359324
96018,96.018,0.00359405
96036,96.036,0.00359487
96055,96.055,0.00359573
96073,96.073,0.00359654
96091,96.091,0.00359736
96109,96.109,0.00359817
96127,96.127,0.00359899
96145,96.145,0.0035998
96164,96.164,0.00360066
96182,96.182,0.00360148
96200,96.2,0.00360229
96218,96.218,0.00360311
96236,96.236,0.00360392
96255,96.255,0.00360478
96273,96.273,0.00360559
96291,96.291,0.00360641
96309,96.309,0.00360722
96327,96.327,0.00360804
96345,96.345,0.00360885
96364,96.364,0.00360971
96382,96.382,0.00361052
96400,96.4,0.00361134
96418,96.418,0.00361215
96436,96.436,0.00361296
96455,96.455,0.00361382
96473,96.473,0.00361464
96491,96.491,0.00361545
96509,96.509,0.00361626
96527,96.527,0.00361707
96545,96.545,0.00361789
96564,96.564,0.00361875
96582,96.582,0.00361956
96600,96.6,0.00362037
96618,96.618,0.00362118
96636,96.636,0.003622
96655,96.655,0.00362285
96673,96.673,0.00362367
96691,96.691,0.00362448
96709,96.709,0.00362529
96727,96.727,0.0036261
96745,96.745,0.00362692
96764,96.764,0.00362777
96782,96.782,0.00362859
96800,96.8,0.0036294
96818,96.818,0.00363021
96836,96.836,0.00363102
96855,96.855,0.00363188
96873,96.873,0.00363269
96891,96.891,0.0036335
96909,96.909,0.00363431
96927,96.927,0.00363513
96945,96.945,0.00363594
96964,96.964,0.00363679
96982,96.982,0.0036376
97000,97,0.00363842
97018,97.018,0.00363923
97036,97.036,0.00364004
97055,97.055,0.00364089
97073,97.073,0.0036417
97091,97.091,0.00364251
97109,97.109,0.00364333
97127,97.127,0.00364414
97145,97.145,0.00364495
97164,97.164,0.0036458
97182,97.182,0.00364661
97200,97.2,0.00364742
97218,97.218,0.00364823
97236,97.236,0.00364904
97255,97.255,0.0036499
97273,97.273,0.00365071
97291,97.291,0.00365152
97309,97.309,0.00365233
97327,97.327,0.00365314
97345,97.345,0.00365395
97364,97.364,0.0036548
97382,97.382,0.00365561
97400,97.4,0.00365642
97418,97.418,0.00365723
97436,97.436,0.00365804
97455,97.455,0.00365889
97473,97.473,0.0036597
97491,97.491,0.00366051
97509,97.509,0.00366132
97527,97.527,0.00366213
97545,97.545,0.00366294
97564,97.564,0.00366379
97582,97.582,0.0036646
97600,97.6,0.00366541
97618,97.618,0.00366622
97636,97.636,0.00366702
97655,97.655,0.00366788
97673,97.673,0.00366869
97691,97.691,0.00366949
97709,97.709,0.0036703
97727,97.727,0.00367111
97745,97.745,0.00367192
97764,97.764,0.00367277
97782,97.782,0.00367358
97800,97.8,0.00367439
97818,97.818,0.00367519
97836,97.836,0.003676
97855,97.855,0.00367685
97873,97.873,0.00367766
97891,97.891,0.00367847
97909,97.909,0.00367927
97927,97.927,0.00368008
97945,97.945,0.00368089
97964,97.964,0.00368174
97982,97.982,0.00368255
98000,98,0.00368335
98018,98.018,0.00368416
98036,98.036,0.00368497
98055,98.055,0.00368582
98073,98.073,0.00368662
98091,98.091,0.00368743
98109,98.109,0.00368823
98127,98.127,0.00368904
98145,98.145,0.00368985
98164,98.164,0.0036907
98182,98.182,0.0036915
98200,98.2,0.00369231
98218,98.218,0.00369311
98236,98.236,0.00369392
98255,98.255,0.00369477
98273,98.273,0.00369557
98291,98.291,0.00369638
98309,98.309,0.00369718
98327,98.327,0.00369799
98345,98.345,0.00369879
98364,98.364,0.00369964
98382,98.382,0.00370045
98400,98.4,0.00370125
98418,98.418,0.00370206
98436,98.436,0.00370286
98455,98.455,0.00370371
98473,98.473,0.00370451
98491,98.491,0.00370532
98509,98.509,0.00370612
98527,98.527,0.00370693
98545,98.545,0.00370773
98564,98.564,0.00370858
98582,98.582,0.00370938
98600,98.6,0.00371019
98618,98.618,0.00371099
98636,98.636,0.00371179
98655,98.655,0.00371264
98673,98.673,0.00371344
98691,98.691,0.00371425
98709,98.709,0.00371505
98727,98.727,0.00371585
98745,98.745,0.00371666
98764,98.764,0.0037175
98782,98.782,0.00371831
98800,98.8,0.00371911
98818,98.818,0.00371991
98836,98.836,0.00372071
98855,98.855,0.00372156
98873,98.873,0.00372236
98891,98.891,0.00372316
98909,98.909,0.00372397
98927,98.927,0.00372477
98945,98.945,0.00372557
98964,98.964,0.00372642
98982,98.982,0.00372722
99000,99,0.00372802
99018,99.018,0.00372882
99036,99.036,0.00372962
99055,99.055,0.00373047
99073,99.073,0.00373127
99091,99.091,0.00373207
99109,99.109,0.00373287
99127,99.127,0.00373367
99145,99.145,0.00373447
99164,99.164,0.00373532
99182,99.182,0.00373612
99200,99.2,0.00373692
99218,99.218,0.00373772
99236,99.236,0.00373852
99255,99.255,0.00373936
99273,99.273,0.00374016
99291,99.291,0.00374096
99309,99.309,0.00374176
99327,99.327,0.00374256
99345,99.345,0.00374336
99364,99.364,0.0037442
99382,99.382,0.003745
99400,99.4,0.0037458
99418,99.418,0.0037466
99436,99.436,0.0037474
99455,99.455,0.00374824
99473,99.473,0.00374904
99491,99.491,0.00374984
99509,99.509,0.00375064
99527,99.527,0.00375144
99545,99.545,0.00375224
99564,99.564,0.00375308
99582,99.582,0.00375388
99600,99.6,0.00375468
99618,99.618,0.00375547
99636,99.636,0.00375627
99655,99.655,0.00375711
99673,99.673,0.00375791
99691,99.691,0.00375871
99709,99.709,0.00375951
99727,99.727,0.0037603
99745,99.745,0.0037611
99764,99.764,0.00376194
99782,99.782,0.00376274
99800,99.8,0.00376354
99818,99.818,0.00376433
99836,99.836,0.00376513
99855,99.855,0.00376597
99873,99.873,0.00376677
99891,99.891,0.00376757
99909,99.909,0.00376836
99927,99.927,0.00376916
99945,99.945,0.00376995
99964,99.964,0.00377079
99982,99.982,0.00377159
100000,100,0.00377239
100018,100.018,0.00377318
100036,100.036,0.00377398
100055,100.055,0.00377482
100073,100.073,0.00377561
100091,100.091,0.00377641
100109,100.109,0.0037772
100127,100.127,0.003778
100145,100.145,0.00377879
100164,100.164,0.00377963
100182,100.182,0.00378043
100200,100.2,0.00378122
100218,100.218,0.00378201
100236,100.236,0.00378281
100255,100.255,0.00378365
100273,100.273,0.00378444
100291,100.291,0.00378524
100309,100.309,0.00378603
100327,100.327,0.00378682
100345,100.345,0.00378762
100364,100.364,0.00378845
100382,100.382,0.00378925
100400,100.4,0.00379004
100418,100.418,0.00379083
100436,100.436,0.00379163
100455,100.455,0.00379246
100473,100.473,0.00379326
100491,100.491,0.00379405
100509,100.509,0.00379484
100527,100.527,0.00379564
100545,100.545,0.00379643
100564,100.564,0.00379726
100582,100.582,0.00379806
100600,100.6,0.00379885
100618,100.618,0.00379964
100636,100.636,0.00380043
100655,100.655,0.00380127
100673,100.673,0.00380206
100691,100.691,0.00380285
100709,100.709,0.00380364
100727,100.727,0.00380444
100745,100.745,0.00380523
100764,100.764,0.00380606
100782,100.782,0.00380685
100800,100.8,0.00380764
100818,100.818,0.00380843
100836,100.836,0.00380922
100855,100.855,0.00381006
100873,100.873,0.00381085
100891,100.891,0.00381164
100909,100.909,0.00381243
100927,100.927,0.00381322
100945,100.945,0.00381401
100964,100.964,0.00381484
100982,100.982,0.00381563
101000,101,0.00381642
101018,101.018,0.00381721
101036,101.036,0.003818
101055,101.055,0.00381884
101073,101.073,0.00381962
101091,101.091,0.00382041
101109,101.109,0.0038212
101127,101.127,0.00382199
101145,101.145,0.00382278
101164,101.164,0.00382361
101182,101.182,0.0038244
101200,101.2,0.00382519
101218,101.218,0.00382598
101236,101.236,0.00382677
101255,101.255,0.0038276
101273,101.273,0.00382838
101291,101.291,0.00382917
101309,101.309,0.00382996
101327,101.327,0.00383075
101345,101.345,0.00383153
101364,101.364,0.00383237
101382,101.382,0.00383315
101400,101.4,0.00383394
101418,101.418,0.00383473
101436,101.436,0.00383551
101455,101.455,0.00383634
101473,101.473,0.00383713
101491,101.491,0.00383792
101509,101.509,0.0038387
101527,101.527,0.00383949
101545,101.545,0.00384028
101564,101.564,0.0038411
101582,101.582,0.00384189
101600,101.6,0.00384268
101618,101.618,0.00384346
101636,101.636,0.00384425
101655,101.655,0.00384508
101673,101.673,0.00384586
101691,101.691,0.00384665
101709,101.709,0.00384743
101727,101.727,0.00384822
101745,101.745,0.003849
101764,101.764,0.00384983
101782,101.782,0.00385061
101800,101.8,0.0038514
101818,101.818,0.00385218
101836,101.836,0.00385297
101855,101.855,0.00385379
101873,101.873,0.00385458
101891,101.891,0.00385536
101909,101.909,0.00385614
101927,101.927,0.00385693
101945,101.945,0.00385771
101964,101.964,0.00385854
101982,101.982,0.00385932
102000,102,0.0038601
102018,102.018,0.00386089
102036,102.036,0.00386167
102055,102.055,0.0038625
102073,102.073,0.00386328
102091,102.091,0.00386406
102109,102.109,0.00386484
102127,102.127,0.00386562
102145,102.145,0.00386641
102164,102.164,0.00386723
102182,102.182,0.00386801
102200,102.2,0.0038688
102218,102.218,0.00386958
102236,102.236,0.00387036
102255,102.255,0.00387118
102273,102.273,0.00387196
102291,102.291,0.00387274
102309,102.309,0.00387353
102327,102.327,0.00387431
102345,102.345,0.00387509
102364,102.364,0.00387591
102382,102.382,0.00387669
102400,102.4,0.00387747
102418,102.418,0.00387825
102436,102.436,0.00387903
102455,102.455,0.00387985
102473,102.473,0.00388063
102491,102.491,0.00388141
102509,102.509,0.00388219
102527,102.527,0.00388297
102545,102.545,0.00388375
102564,102.564,0.00388457
102582,102.582,0.00388535
102600,102.6,0.00388613
102618,102.618,0.00388691
102636,102.636,0.00388769
102655,102.655,0.00388851
102673,102.673,0.00388929
102691,102.691,0.00389007
102709,102.709,0.00389084
102727,102.727,0.00389162
102745,102.745,0.0038924
102764,102.764,0.00389322
102782,102.782,0.003894
102800,102.8,0.00389477
102818,102.818,0.00389555
102836,102.836,0.00389633
102855,102.855,0.00389715
102873,102.873,0.00389793
102891,102.891,0.0038987
102909,102.909,0.00389948
102927,102.927,0.00390025
102945,102.945,0.00390103
102964,102.964,0.00390185
102982,102.982,0.00390263
103000,103,0.0039034
103018,103.018,0.00390418
103036,103.036,0.00390495
103055,103.055,0.00390577
103073,103.073,0.00390655
103091,103.091,0.00390732
103109,103.109,0.0039081
103127,103.127,0.00390887
103145,103.145,0.00390965
103164,103.164,0.00391046
103182,103.182,0.00391124
103200,103.2,0.00391201
103218,103.218,0.00391279
103236,103.236,0.00391356
103255,103.255,0.00391438
103273,103.273,0.00391515
103291,103.291,0.00391593
103309,103.309,0.0039167
103327,103.327,0.00391747
103345,103.345,0.00391825
103364,103.364,0.00391906
103382,103.382,0.00391984
103400,103.4,0.00392061
103418,103.418,0.00392138
103436,103.436,0.00392215
103455,103.455,0.00392297
103473,103.473,0.00392374
103491,103.491,0.00392451
103509,103.509,0.00392529
103527,103.527,0.00392606
103545,103.545,0.00392683
103564,103.564,0.00392764
103582,103.582,0.00392841
103600,103.6,0.00392919
103618,103.618,0.00392996
103636,103.636,0.00393073
103655,103.655,0.00393154
103673,103.673,0.00393231
103691,103.691,0.00393308
103709,103.709,0.00393385
103727,103.727,0.00393462
103745,103.745,0.00393539
103764,103.764,0.00393621
103782,103.782,0.00393698
103800,103.8,0.00393775
103818,103.818,0.00393852
103836,103.836,0.00393929
103855,103.855,0.0039401
103873,103.873,0.00394087
103891,103.891,0.00394164
103909,103.909,0.00394241
103927,103.927,0.00394317
103945,103.945,0.00394394
103964,103.964,0.00394475
103982,103.982,0.00394552
104000,104,0.00394629
104018,104.018,0.00394706
104036,104.036,0.00394783
104055,104.055,0.00394864
104073,104.073,0.0039494
104091,104.091,0.00395017
104109,104.109,0.00395094
104127,104.127,0.00395171
104145,104.145,0.00395247
104164,104.164,0.00395328
104182,104.182,0.00395405
104200,104.2,0.00395482
104218,104.218,0.00395558
104236,104.236,0.00395635
104255,104.255,0.00395716
104273,104.273,0.00395792
104291,104.291,0.00395869
104309,104.309,0.00395946
104327,104.327,0.00396022
104345,104.345,0.00396099
104364,104.364,0.0039618
104382,104.382,0.00396256
104400,104.4,0.00396333
104418,104.418,0.00396409
104436,104.436,0.00396486
104455,104.455,0.00396566
104473,104.473,0.00396643
104491,104.491,0.00396719
104509,104.509,0.00396796
104527,104.527,0.00396872
104545,104.545,0.00396948
104564,104.564,0.00397029
104582,104.582,0.00397105
104600,104.6,0.00397182
104618,104.618,0.00397258
104636,104.636,0.00397334
104655,104.655,0.00397415
104673,104.673,0.00397491
104691,104.691,0.00397568
104709,104.709,0.00397644
104727,104.727,0.0039772
104745,104.745,0.00397796
104764,104.764,0.00397877
104782,104.782,0.00397953
104800,104.8,0.00398029
104818,104.818,0.00398105
104836,104.836,0.00398181
104855,104.855,0.00398262
104873,104.873,0.00398338
104891,104.891,0.00398414
104909,104.909,0.0039849
104927,104.927,0.00398566
104945,104.945,0.00398642
104964,104.964,0.00398723
104982,104.982,0.00398799
105000,105,0.00398875
105018,105.018,0.00398951
105036,105.036,0.00399027
105055,105.055,0.00399107
105073,105.073,0.00399183
105091,105.091,0.00399259
105109,105.109,0.00399335
105127,105.127,0.00399411
105145,105.145,0.00399486
105164,105.164,0.00399567
105182,105.182,0.00399642
105200,105.2,0.00399718
105218,105.218,0.00399794
105236,105.236,0.0039987
105255,105.255,0.0039995
105273,105.273,0.00400026
105291,105.291,0.00400102
105309,105.309,0.00400177
105327,105.327,0.00400253
105345,105.345,0.00400329
105364,105.364,0.00400409
105382,105.382,0.00400484
105400,105.4,0.0040056
105418,105.418,0.00400636
105436,105.436,0.00400711
105455,105.455,0.00400791
105473,105.473,0.00400867
105491,105.491,0.00400943
105509,105.509,0.00401018
105527,105.527,0.00401094
105545,105.545,0.00401169
105564,105.564,0.00401249
105582,105.582,0.00401325
105600,105.6,0.004014
105618,105.618,0.00401476
105636,105.636,0.00401551
105655,105.655,0.00401631
105673,105.673,0.00401706
105691,105.691,0.00401782
105709,105.709,0.00401857
105727,105.727,0.00401932
105745,105.745,0.00402008
105764,105.764,0.00402087
105782,105.782,0.00402163
105800,105.8,0.00402238
105818,105.818,0.00402313
105836,105.836,0.00402389
105855,105.855,0.00402468
105873,105.873,0.00402544
105891,105.891,0.00402619
105909,105.909,0.00402694
105927,105.927,0.00402769
105945,105.945,0.00402845
105964,105.964,0.00402924
105982,105.982,0.00402999
106000,106,0.00403074
106018,106.018,0.00403149
106036,106.036,0.00403225
106055,106.055,0.00403304
106073,106.073,0.00403379
106091,106.091,0.00403454
106109,106.109,0.00403529
106127,106.127,0.00403604
106145,106.145,0.00403679
106164,106.164,0.00403759
106182,106.182,0.00403834
106200,106.2,0.00403909
106218,106.218,0.00403984
106236,106.236,0.00404059
106255,106.255,0.00404138
106273,106.273,0.00404213
106291,106.291,0.00404287
106309,106.309,0.00404362
106327,106.327,0.00404437
106345,106.345,0.00404512
106364,106.364,0.00404591
106382,106.382,0.00404666
106400,106.4,0.00404741
106418,106.418,0.00404816
106436,106.436,0.0040489
106455,106.455,0.00404969
106473,106.473,0.00405044
106491,106.491,0.00405119
106509,106.509,0.00405194
106527,106.527,0.00405268
106545,106.545,0.00405343
106564,106.564,0.00405422
106582,106.582,0.00405497
106600,106.6,0.00405571
106618,106.618,0.00405646
106636,106.636,0.0040572
106655,106.655,0.00405799
106673,106.673,0.00405874
106691,106.691,0.00405948
106709,106.709,0.00406023
106727,106.727,0.00406097
106745,106.745,0.00406172
106764,106.764,0.00406251
106782,106.782,0.00406325
106800,106.8,0.004064
106818,106.818,0.00406474
106836,106.836,0.00406549
106855,106.855,0.00406627
106873,106.873,0.00406701
106891,106.891,0.00406776
106909,106.909,0.0040685
106927,106.927,0.00406925
106945,106.945,0.00406999
106964,106.964,0.00407077
106982,106.982,0.00407152
107000,107,0.00407226
107018,107.018,0.004073
107036,107.036,0.00407375
107055,107.055,0.00407453
107073,107.073,0.00407527
107091,107.091,0.00407601
107109,107.109,0.00407676
107127,107.127,0.0040775
107145,107.145,0.00407824
107164,107.164,0.00407902
107182,107.182,0.00407976
107200,107.2,0.0040805
107218,107.218,0.00408124
107236,107.236,0.00408199
107255,107.255,0.00408277
107273,107.273,0.00408351
107291,107.291,0.00408425
107309,107.309,0.00408499
107327,107.327,0.00408573
107345,107.345,0.00408647
107364,107.364,0.00408725
107382,107.382,0.00408799
107400,107.4,0.00408873
107418,107.418,0.00408947
107436,107.436,0.0040902
107455,107.455,0.00409098
107473,107.473,0.00409172
107491,107.491,0.00409246
107509,107.509,0.0040932
107527,107.527,0.00409394
107545,107.545,0.00409468
107564,107.564,0.00409545
107582,107.582,0.00409619
107600,107.6,0.00409693
107618,107.618,0.00409767
107636,107.636,0.0040984
107655,107.655,0.00409918
107673,107.673,0.00409992
107691,107.691,0.00410066
107709,107.709,0.00410139
107727,107.727,0.00410213
107745,107.745,0.00410286
107764,107.764,0.00410364
107782,107.782,0.00410438
107800,107.8,0.00410511
107818,107.818,0.00410585
107836,107.836,0.00410658
107855,107.855,0.00410736
107873,107.873,0.00410809
107891,107.891,0.00410883
107909,107.909,0.00410956
107927,107.927,0.0041103
107945,107.945,0.00411103
107964,107.964,0.00411181
107982,107.982,0.00411254
108000,108,0.00411327
108018,108.018,0.00411401
108036,108.036,0.00411474
108055,108.055,0.00411551
108073,108.073,0.00411625
108091,108.091,0.00411698
108109,108.109,0.00411771
108127,108.127,0.00411844
108145,108.145,0.00411918
108164,108.164,0.00411995
108182,108.182,0.00412068
108200,108.2,0.00412141
108218,108.218,0.00412215
108236,108.236,0.00412288
108255,108.255,0.00412365
108273,108.273,0.00412438
108291,108.291,0.00412511
108309,108.309,0.00412584
108327,108.327,0.00412657
108345,108.345,0.0041273
108364,108.364,0.00412807
108382,108.382,0.0041288
108400,108.4,0.00412953
108418,108.418,0.00413026
108436,108.436,0.00413099
108455,108.455,0.00413176
108473,108.473,0.00413249
108491,108.491,0.00413322
108509,108.509,0.00413395
108527,108.527,0.00413468
108545,108.545,0.00413541
108564,108.564,0.00413618
108582,108.582,0.0041369
108600,108.6,0.00413763
108618,108.618,0.00413836
108636,108.636,0.00413909
108655,108.655,0.00413985
108673,108.673,0.00414058
108691,108.691,0.00414131
108709,108.709,0.00414204
108727,108.727,0.00414276
108745,108.745,0.00414349
108764,108.764,0.00414426
108782,108.782,0.00414498
108800,108.8,0.00414571
108818,108.818,0.00414643
108836,108.836,0.00414716
108855,108.855,0.00414793
108873,108.873,0.00414865
108891,108.891,0.00414938
108909,108.909,0.0041501
108927,108.927,0.00415082
108945,108.945,0.00415155
108964,108.964,0.00415231
108982,108.982,0.00415304
109000,109,0.00415376
109018,109.018,0.00415449
109036,109.036,0.00415521
109055,109.055,0.00415597
109073,109.073,0.0041567
109091,109.091,0.00415742
109109,109.109,0.00415814
109127,109.127,0.00415887
109145,109.145,0.00415959
109164,109.164,0.00416035
109182,109.182,0.00416107
109200,109.2,0.0041618
109218,109.218,0.00416252
109236,109.236,0.00416324
109255,109.255,0.004164
109273,109.273,0.00416472
109291,109.291,0.00416544
109309,109.309,0.00416616
109327,109.327,0.00416689
109345,109.345,0.00416761
109364,109.364,0.00416837
109382,109.382,0.00416909
109400,109.4,0.00416981
109418,109.418,0.00417053
109436,109.436,0.00417125
109455,109.455,0.00417201
109473,109.473,0.00417273
109491,109.491,0.00417344
109509,109.509,0.00417416
109527,109.527,0.00417488
109545,109.545,0.0041756
109564,109.564,0.00417636
109582,109.582,0.00417708
109600,109.6,0.0041778
109618,109.618,0.00417851
109636,109.636,0.00417923
109655,109.655,0.00417999
109673,109.673,0.00418071
109691,109.691,0.00418142
109709,109.709,0.00418214
109727,109.727,0.00418286
109745,109.745,0.00418357
109764,109.764,0.00418433
109782,109.782,0.00418505
109800,109.8,0.00418576
109818,109.818,0.00418648
109836,109.836,0.00418719
109855,109.855,0.00418795
109873,109.873,0.00418866
109891,109.891,0.00418938
109909,109.909,0.00419009
109927,109.927,0.00419081
109945,109.945,0.00419152
109964,109.964,0.00419228
109982,109.982,0.00419299
110000,110,0.00419371
110018,110.018,0.00419442
110036,110.036,0.00419513
110055,110.055,0.00419589
110073,110.073,0.0041966
110091,110.091,0.00419731
110109,110.109,0.00419803
110127,110.127,0.00419874
110145,110.145,0.00419945
110164,110.164,0.0042002
110182,110.182,0.00420092
110200,110.2,0.00420163
110218,110.218,0.00420234
110236,110.236,0.00420305
110255,110.255,0.0042038
110273,110.273,0.00420451
110291,110.291,0.00420522
110309,110.309,0.00420594
110327,110.327,0.00420665
110345,110.345,0.00420736
110364,110.364,0.00420811
110382,110.382,0.00420882
110400,110.4,0.00420953
110418,110.418,0.00421024
110436,110.436,0.00421095
110455,110.455,0.0042117
110473,110.473,0.0042124
110491,110.491,0.00421311
110509,110.509,0.00421382
110527,110.527,0.00421453
110545,110.545,0.00421524
110564,110.564,0.00421599
110582,110.582,0.0042167
110600,110.6,0.0042174
110618,110.618,0.00421811
110636,110.636,0.00421882
110655,110.655,0.00421956
110673,110.673,0.00422027
110691,110.691,0.00422098
110709,110.709,0.00422169
110727,110.727,0.00422239
110745,110.745,0.0042231
110764,110.764,0.00422384
110782,110.782,0.00422455
110800,110.8,0.00422526
110818,110.818,0.00422596
110836,110.836,0.00422667
110855,110.855,0.00422741
110873,110.873,0.00422812
110891,110.891,0.00422882
110909,110.909,0.00422953
110927,110.927,0.00423023
110945,110.945,0.00423093
110964,110.964,0.00423168
110982,110.982,0.00423238
111000,111,0.00423309
111018,111.018,0.00423379
111036,111.036,0.00423449
111055,111.055,0.00423523
111073,111.073,0.00423594
111091,111.091,0.00423664
111109,111.109,0.00423734
111127,111.127,0.00423804
111145,111.145,0.00423875
111164,111.164,0.00423949
111182,111.182,0.00424019
111200,111.2,0.00424089
111218,111.218,0.00424159
111236,111.236,0.00424229
111255,111.255,0.00424303
111273,111.273,0.00424373
111291,111.291,0.00424444
111309,111.309,0.00424514
111327,111.327,0.00424584
111345,111.345,0.00424654
111364,111.364,0.00424728
111382,111.382,0.00424797
111400,111.4,0.00424867
111418,111.418,0.00424937
111436,111.436,0.00425007
111455,111.455,0.00425081
111473,111.473,0.00425151
111491,111.491,0.00425221
111509,111.509,0.00425291
111527,111.527,0.0042536
111545,111.545,0.0042543
111564,111.564,0.00425504
111582,111.582,0.00425574
111600,111.6,0.00425643
111618,111.618,0.00425713
111636,111.636,0.00425783
111655,111.655,0.00425856
111673,111.673,0.00425926
111691,111.691,0.00425996
111709,111.709,0.00426065
111727,111.727,0.00426135
111745,111.745,0.00426204
111764,111.764,0.00426278
111782,111.782,0.00426347
111800,111.8,0.00426417
111818,111.818,0.00426486
111836,111.836,0.00426556
111855,111.855,0.00426629
111873,111.873,0.00426699
111891,111.891,0.00426768
111909,111.909,0.00426837
111927,111.927,0.00426907
111945,111.945,0.00426976
111964,111.964,0.00427049
111982,111.982,0.00427119
112000,112,0.00427188
112018,112.018,0.00427257
112036,112.036,0.00427327
112055,112.055,0.004274
112073,112.073,0.00427469
112091,112.091,0.00427538
112109,112.109,0.00427607
112127,112.127,0.00427676
112145,112.145,0.00427746
112164,112.164,0.00427818
112182,112.182,0.00427888
112200,112.2,0.00427957
112218,112.218,0.00428026
112236,112.236,0.00428095
112255,112.255,0.00428168
112273,112.273,0.00428237
112291,112.291,0.00428306
112309,112.309,0.00428375
112327,112.327,0.00428444
112345,112.345,0.00428512
112364,112.364,0.00428585
112382,112.382,0.00428654
112400,112.4,0.00428723
112418,112.418,0.00428792
112436,112.436,0.00428861
112455,112.455,0.00428933
112473,112.473,0.00429002
112491,112.491,0.00429071
112509,112.509,0.0042914
112527,112.527,0.00429208
112545,112.545,0.00429277
112564,112.564,0.00429349
112582,112.582,0.00429418
112600,112.6,0.00429487
112618,112.618,0.00429555
112636,112.636,0.00429624
112655,112.655,0.00429696
112673,112.673,0.00429765
112691,112.691,0.00429834
112709,112.709,0.00429902
112727,112.727,0.00429971
112745,112.745,0.00430039
112764,112.764,0.00430111
112782,112.782,0.0043018
112800,112.8,0.00430248
112818,112.818,0.00430317
112836,112.836,0.00430385
112855,112.855,0.00430457
112873,112.873,0.00430525
112891,112.891,0.00430594
112909,112.909,0.00430662
112927,112.927,0.0043073
112945,112.945,0.00430799
112964,112.964,0.00430871
112982,112.982,0.00430939
113000,113,0.00431007
113018,113.018,0.00431075
113036,113.036,0.00431143
113055,113.055,0.00431215
113073,113.073,0.00431283
113091,113.091,0.00431352
113109,113.109,0.0043142
113127,113.127,0.00431488
113145,113.145,0.00431556
113164,113.164,0.00431628
113182,113.182,0.00431696
113200,113.2,0.00431764
113218,113.218,0.00431831
113236,113.236,0.00431899
113255,113.255,0.00431971
113273,113.273,0.00432039
113291,113.291,0.00432107
113309,113.309,0.00432175
113327,113.327,0.00432243
113345,113.345,0.0043231
113364,113.364,0.00432382
113382,113.382,0.0043245
113400,113.4,0.00432517
113418,113.418,0.00432585
113436,113.436,0.00432653
113455,113.455,0.00432724
113473,113.473,0.00432792
113491,113.491,0.0043286
113509,113.509,0.00432927
113527,113.527,0.00432995
113545,113.545,0.00433062
113564,113.564,0.00433134
113582,113.582,0.00433201
113600,113.6,0.00433269
113618,113.618,0.00433336
113636,113.636,0.00433404
113655,113.655,0.00433475
113673,113.673,0.00433542
113691,113.691,0.0043361
113709,113.709,0.00433677
113727,113.727,0.00433745
113745,113.745,0.00433812
113764,113.764,0.00433883
113782,113.782,0.0043395
113800,113.8,0.00434018
113818,113.818,0.00434085
113836,113.836,0.00434152
113855,113.855,0.00434223
113873,113.873,0.0043429
113891,113.891,0.00434358
113909,113.909,0.00434425
113927,113.927,0.00434492
113945,113.945,0.00434559
113964,113.964,0.0043463
113982,113.982,0.00434697
114000,114,0.00434764
114018,114.018,0.00434831
114036,114.036,0.00434898
114055,114.055,0.00434969
114073,114.073,0.00435036
114091,114.091,0.00435103
114109,114.109,0.0043517
114127,114.127,0.00435237
114145,114.145,0.00435304
114164,114.164,0.00435374
114182,114.182,0.00435441
114200,114.2,0.00435508
114218,114.218,0.00435575
114236,114.236,0.00435641
114255,114.255,0.00435712
114273,114.273,0.00435779
114291,114.291,0.00435845
114309,114.309,0.00435912
114327,114.327,0.00435979
114345,114.345,0.00436045
114364,114.364,0.00436116
114382,114.382,0.00436182
114400,114.4,0.00436249
114418,114.418,0.00436316
114436,114.436,0.00436382
114455,114.455,0.00436452
114473,114.473,0.00436519
114491,114.491,0.00436586
114509,114.509,0.00436652
114527,114.527,0.00436718
114545,114.545,0.00436785
114564,114.564,0.00436855
114582,114.582,0.00436921
114600,114.6,0.00436988
114618,114.618,0.00437054
114636,114.636,0.0043712
114655,114.655,0.0043719
114673,114.673,0.00437257
114691,114.691,0.00437323
114709,114.709,0.00437389
114727,114.727,0.00437455
114745,114.745,0.00437522
114764,114.764,0.00437591
114782,114.782,0.00437658
114800,114.8,0.00437724
114818,114.818,0.0043779
114836,114.836,0.00437856
114855,114.855,0.00437926
114873,114.873,0.00437992
114891,114.891,0.00438058
114909,114.909,0.00438124
114927,114.927,0.0043819
114945,114.945,0.00438256
114964,114.964,0.00438325
114982,114.982,0.00438391
115000,115,0.00438457
115018,115.018,0.00438523
