elapsed_ms,t_elapsed_s,accel_mag_g
47309,47.309,0.00217124
47327,47.327,0.00217103
47345,47.345,0.00217082
47364,47.364,0.0021706
47382,47.382,0.00217039
47400,47.4,0.00217018
47418,47.418,0.00216998
47436,47.436,0.00216977
47455,47.455,0.00216956
47473,47.473,0.00216935
47491,47.491,0.00216915
47509,47.509,0.00216894
47527,47.527,0.00216874
47545,47.545,0.00216854
47564,47.564,0.00216833
47582,47.582,0.00216813
47600,47.6,0.00216793
47618,47.618,0.00216773
47636,47.636,0.00216753
47655,47.655,0.00216732
47673,47.673,0.00216713
47691,47.691,0.00216693
47709,47.709,0.00216674
47727,47.727,0.00216654
47745,47.745,0.00216635
47764,47.764,0.00216614
47782,47.782,0.00216595
47800,47.8,0.00216576
47818,47.818,0.00216557
47836,47.836,0.00216538
47855,47.855,0.00216518
47873,47.873,0.00216499
47891,47.891,0.00216481
47909,47.909,0.00216462
47927,47.927,0.00216443
47945,47.945,0.00216425
47964,47.964,0.00216405
47982,47.982,0.00216387
48000,48,0.00216369
48018,48.018,0.0021635
48036,48.036,0.00216332
48055,48.055,0.00216313
48073,48.073,0.00216295
48091,48.091,0.00216277
48109,48.109,0.00216259
48127,48.127,0.00216241
48145,48.145,0.00216224
48164,48.164,0.00216205
48182,48.182,0.00216187
48200,48.2,0.0021617
48218,48.218,0.00216153
48236,48.236,0.00216135
48255,48.255,0.00216117
48273,48.273,0.002161
48291,48.291,0.00216083
48309,48.309,0.00216066
48327,48.327,0.00216049
48345,48.345,0.00216032
48364,48.364,0.00216014
48382,48.382,0.00215997
48400,48.4,0.00215981
48418,48.418,0.00215964
48436,48.436,0.00215947
48455,48.455,0.0021593
48473,48.473,0.00215914
48491,48.491,0.00215897
48509,48.509,0.00215881
48527,48.527,0.00215865
48545,48.545,0.00215849
48564,48.564,0.00215832
48582,48.582,0.00215816
48600,48.6,0.002158
48618,48.618,0.00215784
48636,48.636,0.00215769
48655,48.655,0.00215752
48673,48.673,0.00215737
48691,48.691,0.00215721
48709,48.709,0.00215706
48727,48.727,0.00215691
48745,48.745,0.00215675
48764,48.764,0.00215659
48782,48.782,0.00215644
48800,48.8,0.00215629
48818,48.818,0.00215614
48836,48.836,0.00215599
48855,48.855,0.00215584
48873,48.873,0.00215569
48891,48.891,0.00215554
48909,48.909,0.0021554
48927,48.927,0.00215525
48945,48.945,0.00215511
48964,48.964,0.00215496
48982,48.982,0.00215481
49000,49,0.00215467
49018,49.018,0.00215453
49036,49.036,0.00215439
49055,49.055,0.00215424
49073,49.073,0.0021541
49091,49.091,0.00215397
49109,49.109,0.00215383
49127,49.127,0.00215369
49145,49.145,0.00215356
49164,49.164,0.00215341
49182,49.182,0.00215328
49200,49.2,0.00215314
49218,49.218,0.00215301
49236,49.236,0.00215288
49255,49.255,0.00215274
49273,49.273,0.00215261
49291,49.291,0.00215248
49309,49.309,0.00215235
49327,49.327,0.00215222
49345,49.345,0.0021521
49364,49.364,0.00215196
49382,49.382,0.00215184
49400,49.4,0.00215171
49418,49.418,0.00215159
49436,49.436,0.00215146
49455,49.455,0.00215133
49473,49.473,0.00215121
49491,49.491,0.00215109
49509,49.509,0.00215097
49527,49.527,0.00215085
49545,49.545,0.00215073
49564,49.564,0.0021506
49582,49.582,0.00215048
49600,49.6,0.00215037
49618,49.618,0.00215025
49636,49.636,0.00215014
49655,49.655,0.00215001
49673,49.673,0.0021499
49691,49.691,0.00214979
49709,49.709,0.00214968
49727,49.727,0.00214956
49745,49.745,0.00214945
49764,49.764,0.00214934
49782,49.782,0.00214923
49800,49.8,0.00214912
49818,49.818,0.00214901
49836,49.836,0.0021489
49855,49.855,0.00214879
49873,49.873,0.00214869
49891,49.891,0.00214858
49909,49.909,0.00214848
49927,49.927,0.00214837
49945,49.945,0.00214827
49964,49.964,0.00214816
49982,49.982,0.00214806
50000,50,0.00214796
50018,50.018,0.00214786
50036,50.036,0.00214776
50055,50.055,0.00214766
50073,50.073,0.00214756
50091,50.091,0.00214747
50109,50.109,0.00214737
50127,50.127,0.00214728
50145,50.145,0.00214718
50164,50.164,0.00214708
50182,50.182,0.00214699
50200,50.2,0.0021469
50218,50.218,0.00214681
50236,50.236,0.00214672
50255,50.255,0.00214662
50273,50.273,0.00214653
50291,50.291,0.00214645
50309,50.309,0.00214636
50327,50.327,0.00214627
50345,50.345,0.00214619
50364,50.364,0.0021461
50382,50.382,0.00214601
50400,50.4,0.00214593
50418,50.418,0.00214585
50436,50.436,0.00214577
50455,50.455,0.00214568
50473,50.473,0.0021456
50491,50.491,0.00214552
50509,50.509,0.00214544
50527,50.527,0.00214536
50545,50.545,0.00214529
50564,50.564,0.00214521
50582,50.582,0.00214513
50600,50.6,0.00214505
50618,50.618,0.00214498
50636,50.636,0.00214491
50655,50.655,0.00214483
50673,50.673,0.00214476
50691,50.691,0.00214469
50709,50.709,0.00214462
50727,50.727,0.00214455
50745,50.745,0.00214448
50764,50.764,0.00214441
50782,50.782,0.00214434
50800,50.8,0.00214427
50818,50.818,0.00214421
50836,50.836,0.00214414
50855,50.855,0.00214407
50873,50.873,0.00214401
50891,50.891,0.00214395
50909,50.909,0.00214389
50927,50.927,0.00214382
50945,50.945,0.00214376
50964,50.964,0.0021437
50982,50.982,0.00214364
51000,51,0.00214358
51018,51.018,0.00214353
51036,51.036,0.00214347
51055,51.055,0.00214341
51073,51.073,0.00214336
51091,51.091,0.0021433
51109,51.109,0.00214325
51127,51.127,0.0021432
51145,51.145,0.00214314
51164,51.164,0.00214309
51182,51.182,0.00214304
51200,51.2,0.00214299
51218,51.218,0.00214294
51236,51.236,0.00214289
51255,51.255,0.00214284
51273,51.273,0.0021428
51291,51.291,0.00214275
51309,51.309,0.00214271
51327,51.327,0.00214266
51345,51.345,0.00214262
51364,51.364,0.00214257
51382,51.382,0.00214253
51400,51.4,0.00214249
51418,51.418,0.00214245
51436,51.436,0.00214241
51455,51.455,0.00214237
51473,51.473,0.00214233
51491,51.491,0.00214229
51509,51.509,0.00214226
51527,51.527,0.00214222
51545,51.545,0.00214219
51564,51.564,0.00214215
51582,51.582,0.00214212
51600,51.6,0.00214209
51618,51.618,0.00214205
51636,51.636,0.00214202
51655,51.655,0.00214199
51673,51.673,0.00214196
51691,51.691,0.00214193
51709,51.709,0.0021419
51727,51.727,0.00214188
51745,51.745,0.00214185
51764,51.764,0.00214182
51782,51.782,0.0021418
51800,51.8,0.00214177
51818,51.818,0.00214175
51836,51.836,0.00214173
51855,51.855,0.0021417
51873,51.873,0.00214168
51891,51.891,0.00214166
51909,51.909,0.00214164
51927,51.927,0.00214163
51945,51.945,0.00214161
51964,51.964,0.00214159
51982,51.982,0.00214157
52000,52,0.00214156
52018,52.018,0.00214154
52036,52.036,0.00214153
52055,52.055,0.00214151
52073,52.073,0.0021415
52091,52.091,0.00214149
52109,52.109,0.00214148
52127,52.127,0.00214147
52145,52.145,0.00214146
52164,52.164,0.00214145
52182,52.182,0.00214144
52200,52.2,0.00214143
52218,52.218,0.00214143
52236,52.236,0.00214142
52255,52.255,0.00214142
52273,52.273,0.00214141
52291,52.291,0.00214141
52309,52.309,0.00214141
52327,52.327,0.00214141
52345,52.345,0.0021414
52364,52.364,0.0021414
52382,52.382,0.0021414
52400,52.4,0.00214141
52418,52.418,0.00214141
52436,52.436,0.00214141
52455,52.455,0.00214141
52473,52.473,0.00214142
52491,52.491,0.00214142
52509,52.509,0.00214143
52527,52.527,0.00214144
52545,52.545,0.00214144
52564,52.564,0.00214145
52582,52.582,0.00214146
52600,52.6,0.00214147
52618,52.618,0.00214148
52636,52.636,0.00214149
52655,52.655,0.00214151
52673,52.673,0.00214152
52691,52.691,0.00214153
52709,52.709,0.00214155
52727,52.727,0.00214156
52745,52.745,0.00214158
52764,52.764,0.0021416
52782,52.782,0.00214161
52800,52.8,0.00214163
52818,52.818,0.00214165
52836,52.836,0.00214167
52855,52.855,0.00214169
52873,52.873,0.00214171
52891,52.891,0.00214174
52909,52.909,0.00214176
52927,52.927,0.00214178
52945,52.945,0.00214181
52964,52.964,0.00214183
52982,52.982,0.00214186
53000,53,0.00214189
53018,53.018,0.00214191
53036,53.036,0.00214194
53055,53.055,0.00214197
53073,53.073,0.002142
53091,53.091,0.00214203
53109,53.109,0.00214207
53127,53.127,0.0021421
53145,53.145,0.00214213
53164,53.164,0.00214217
53182,53.182,0.0021422
53200,53.2,0.00214224
53218,53.218,0.00214227
53236,53.236,0.00214231
53255,53.255,0.00214235
53273,53.273,0.00214239
53291,53.291,0.00214243
53309,53.309,0.00214247
53327,53.327,0.00214251
53345,53.345,0.00214255
53364,53.364,0.00214259
53382,53.382,0.00214264
53400,53.4,0.00214268
53418,53.418,0.00214272
53436,53.436,0.00214277
53455,53.455,0.00214282
53473,53.473,0.00214287
53491,53.491,0.00214291
53509,53.509,0.00214296
53527,53.527,0.00214301
53545,53.545,0.00214306
53564,53.564,0.00214311
53582,53.582,0.00214317
53600,53.6,0.00214322
53618,53.618,0.00214327
53636,53.636,0.00214332
53655,53.655,0.00214338
53673,53.673,0.00214344
53691,53.691,0.00214349
53709,53.709,0.00214355
53727,53.727,0.00214361
53745,53.745,0.00214367
53764,53.764,0.00214373
53782,53.782,0.00214379
53800,53.8,0.00214385
53818,53.818,0.00214391
53836,53.836,0.00214397
53855,53.855,0.00214404
53873,53.873,0.0021441
53891,53.891,0.00214417
53909,53.909,0.00214423
53927,53.927,0.0021443
53945,53.945,0.00214437
53964,53.964,0.00214444
53982,53.982,0.00214451
54000,54,0.00214458
54018,54.018,0.00214465
54036,54.036,0.00214472
54055,54.055,0.00214479
54073,54.073,0.00214486
54091,54.091,0.00214494
54109,54.109,0.00214501
54127,54.127,0.00214508
54145,54.145,0.00214516
54164,54.164,0.00214524
54182,54.182,0.00214532
54200,54.2,0.00214539
54218,54.218,0.00214547
54236,54.236,0.00214555
54255,54.255,0.00214564
54273,54.273,0.00214572
54291,54.291,0.0021458
54309,54.309,0.00214588
54327,54.327,0.00214596
54345,54.345,0.00214605
54364,54.364,0.00214614
54382,54.382,0.00214622
54400,54.4,0.00214631
54418,54.418,0.00214639
54436,54.436,0.00214648
54455,54.455,0.00214658
54473,54.473,0.00214666
54491,54.491,0.00214675
54509,54.509,0.00214685
54527,54.527,0.00214694
54545,54.545,0.00214703
54564,54.564,0.00214713
54582,54.582,0.00214722
54600,54.6,0.00214731
54618,54.618,0.00214741
54636,54.636,0.00214751
54655,54.655,0.00214761
54673,54.673,0.00214771
54691,54.691,0.0021478
54709,54.709,0.0021479
54727,54.727,0.002148
54745,54.745,0.0021481
54764,54.764,0.00214821
54782,54.782,0.00214831
54800,54.8,0.00214842
54818,54.818,0.00214852
54836,54.836,0.00214862
54855,54.855,0.00214873
54873,54.873,0.00214884
54891,54.891,0.00214895
54909,54.909,0.00214905
54927,54.927,0.00214916
54945,54.945,0.00214927
54964,54.964,0.00214939
54982,54.982,0.0021495
55000,55,0.00214961
55018,55.018,0.00214972
55036,55.036,0.00214983
55055,55.055,0.00214995
55073,55.073,0.00215007
55091,55.091,0.00215018
55109,55.109,0.0021503
55127,55.127,0.00215041
55145,55.145,0.00215053
55164,55.164,0.00215066
55182,55.182,0.00215078
55200,55.2,0.0021509
55218,55.218,0.00215102
55236,55.236,0.00215114
55255,55.255,0.00215127
55273,55.273,0.00215139
55291,55.291,0.00215151
55309,55.309,0.00215164
55327,55.327,0.00215176
55345,55.345,0.00215189
55364,55.364,0.00215202
55382,55.382,0.00215215
55400,55.4,0.00215227
55418,55.418,0.0021524
55436,55.436,0.00215253
55455,55.455,0.00215267
55473,55.473,0.0021528
55491,55.491,0.00215293
55509,55.509,0.00215307
55527,55.527,0.0021532
55545,55.545,0.00215333
55564,55.564,0.00215347
55582,55.582,0.00215361
55600,55.6,0.00215375
55618,55.618,0.00215388
55636,55.636,0.00215402
55655,55.655,0.00215417
55673,55.673,0.00215431
55691,55.691,0.00215445
55709,55.709,0.00215459
55727,55.727,0.00215473
55745,55.745,0.00215487
55764,55.764,0.00215502
55782,55.782,0.00215517
55800,55.8,0.00215531
55818,55.818,0.00215546
55836,55.836,0.0021556
55855,55.855,0.00215576
55873,55.873,0.0021559
55891,55.891,0.00215605
55909,55.909,0.0021562
55927,55.927,0.00215635
55945,55.945,0.0021565
55964,55.964,0.00215666
55982,55.982,0.00215681
56000,56,0.00215697
56018,56.018,0.00215712
56036,56.036,0.00215727
56055,56.055,0.00215744
56073,56.073,0.00215759
56091,56.091,0.00215775
56109,56.109,0.00215791
56127,56.127,0.00215807
56145,56.145,0.00215823
56164,56.164,0.00215839
56182,56.182,0.00215855
56200,56.2,0.00215872
56218,56.218,0.00215888
56236,56.236,0.00215904
56255,56.255,0.00215921
56273,56.273,0.00215938
56291,56.291,0.00215954
56309,56.309,0.00215971
56327,56.327,0.00215987
56345,56.345,0.00216004
56364,56.364,0.00216022
56382,56.382,0.00216039
56400,56.4,0.00216055
56418,56.418,0.00216072
56436,56.436,0.0021609
56455,56.455,0.00216108
56473,56.473,0.00216125
56491,56.491,0.00216142
56509,56.509,0.0021616
56527,56.527,0.00216177
56545,56.545,0.00216195
56564,56.564,0.00216213
56582,56.582,0.00216231
56600,56.6,0.00216249
56618,56.618,0.00216266
56636,56.636,0.00216284
56655,56.655,0.00216303
56673,56.673,0.00216321
56691,56.691,0.00216339
56709,56.709,0.00216358
56727,56.727,0.00216376
56745,56.745,0.00216394
56764,56.764,0.00216414
56782,56.782,0.00216432
56800,56.8,0.00216451
56818,56.818,0.00216469
56836,56.836,0.00216488
56855,56.855,0.00216508
56873,56.873,0.00216527
56891,56.891,0.00216546
56909,56.909,0.00216565
56927,56.927,0.00216584
56945,56.945,0.00216603
56964,56.964,0.00216623
56982,56.982,0.00216643
57000,57,0.00216662
57018,57.018,0.00216681
57036,57.036,0.00216701
57055,57.055,0.00216722
57073,57.073,0.00216741
57091,57.091,0.00216761
57109,57.109,0.00216781
57127,57.127,0.00216801
57145,57.145,0.00216821
57164,57.164,0.00216842
57182,57.182,0.00216862
57200,57.2,0.00216882
57218,57.218,0.00216903
57236,57.236,0.00216923
57255,57.255,0.00216944
57273,57.273,0.00216965
57291,57.291,0.00216985
57309,57.309,0.00217006
57327,57.327,0.00217027
57345,57.345,0.00217048
57364,57.364,0.0021707
57382,57.382,0.00217091
57400,57.4,0.00217112
57418,57.418,0.00217133
57436,57.436,0.00217154
57455,57.455,0.00217176
57473,57.473,0.00217197
57491,57.491,0.00217219
57509,57.509,0.0021724
57527,57.527,0.00217262
57545,57.545,0.00217283
57564,57.564,0.00217306
57582,57.582,0.00217328
57600,57.6,0.0021735
57618,57.618,0.00217372
57636,57.636,0.00217394
57655,57.655,0.00217417
57673,57.673,0.00217439
57691,57.691,0.00217461
57709,57.709,0.00217483
57727,57.727,0.00217506
57745,57.745,0.00217528
57764,57.764,0.00217552
57782,57.782,0.00217574
57800,57.8,0.00217597
57818,57.818,0.0021762
57836,57.836,0.00217642
57855,57.855,0.00217666
57873,57.873,0.00217689
57891,57.891,0.00217712
57909,57.909,0.00217735
57927,57.927,0.00217758
57945,57.945,0.00217782
57964,57.964,0.00217806
57982,57.982,0.00217829
58000,58,0.00217853
58018,58.018,0.00217876
58036,58.036,0.002179
58055,58.055,0.00217925
58073,58.073,0.00217948
58091,58.091,0.00217972
58109,58.109,0.00217996
58127,58.127,0.0021802
58145,58.145,0.00218044
58164,58.164,0.00218069
58182,58.182,0.00218093
58200,58.2,0.00218118
58218,58.218,0.00218142
58236,58.236,0.00218166
58255,58.255,0.00218192
58273,58.273,0.00218217
58291,58.291,0.00218241
58309,58.309,0.00218266
58327,58.327,0.0021829
58345,58.345,0.00218315
58364,58.364,0.00218341
58382,58.382,0.00218366
58400,58.4,0.00218391
58418,58.418,0.00218416
58436,58.436,0.00218441
58455,58.455,0.00218468
58473,58.473,0.00218493
58491,58.491,0.00218519
58509,58.509,0.00218544
58527,58.527,0.0021857
58545,58.545,0.00218595
58564,58.564,0.00218622
58582,58.582,0.00218648
58600,58.6,0.00218674
58618,58.618,0.002187
58636,58.636,0.00218725
58655,58.655,0.00218753
58673,58.673,0.00218779
58691,58.691,0.00218805
58709,58.709,0.00218831
58727,58.727,0.00218858
58745,58.745,0.00218884
58764,58.764,0.00218912
58782,58.782,0.00218938
58800,58.8,0.00218965
58818,58.818,0.00218991
58836,58.836,0.00219018
58855,58.855,0.00219046
58873,58.873,0.00219073
58891,58.891,0.002191
58909,58.909,0.00219127
58927,58.927,0.00219154
58945,58.945,0.00219181
58964,58.964,0.0021921
58982,58.982,0.00219237
59000,59,0.00219265
59018,59.018,0.00219292
59036,59.036,0.00219319
59055,59.055,0.00219348
59073,59.073,0.00219376
59091,59.091,0.00219404
59109,59.109,0.00219431
59127,59.127,0.00219459
59145,59.145,0.00219487
59164,59.164,0.00219517
59182,59.182,0.00219545
59200,59.2,0.00219573
59218,59.218,0.00219601
59236,59.236,0.00219629
59255,59.255,0.00219659
59273,59.273,0.00219688
59291,59.291,0.00219716
59309,59.309,0.00219745
59327,59.327,0.00219773
59345,59.345,0.00219802
59364,59.364,0.00219832
59382,59.382,0.00219861
59400,59.4,0.0021989
59418,59.418,0.00219919
59436,59.436,0.00219948
59455,59.455,0.00219978
59473,59.473,0.00220008
59491,59.491,0.00220037
59509,59.509,0.00220066
59527,59.527,0.00220095
59545,59.545,0.00220125
59564,59.564,0.00220156
59582,59.582,0.00220186
59600,59.6,0.00220215
59618,59.618,0.00220245
59636,59.636,0.00220275
59655,59.655,0.00220306
59673,59.673,0.00220336
59691,59.691,0.00220366
59709,59.709,0.00220396
59727,59.727,0.00220426
59745,59.745,0.00220456
59764,59.764,0.00220488
59782,59.782,0.00220519
59800,59.8,0.00220549
59818,59.818,0.0022058
59836,59.836,0.0022061
59855,59.855,0.00220642
59873,59.873,0.00220673
59891,59.891,0.00220704
59909,59.909,0.00220735
59927,59.927,0.00220766
59945,59.945,0.00220796
59964,59.964,0.00220829
59982,59.982,0.0022086
60000,60,0.00220891
60018,60.018,0.00220923
60036,60.036,0.00220954
60055,60.055,0.00220987
60073,60.073,0.00221019
60091,60.091,0.0022105
60109,60.109,0.00221082
60127,60.127,0.00221113
60145,60.145,0.00221145
60164,60.164,0.00221178
60182,60.182,0.0022121
60200,60.2,0.00221242
60218,60.218,0.00221274
60236,60.236,0.00221306
60255,60.255,0.0022134
60273,60.273,0.00221372
60291,60.291,0.00221404
60309,60.309,0.00221437
60327,60.327,0.00221469
60345,60.345,0.00221502
60364,60.364,0.00221536
60382,60.382,0.00221569
60400,60.4,0.00221601
60418,60.418,0.00221634
60436,60.436,0.00221667
60455,60.455,0.00221701
60473,60.473,0.00221734
60491,60.491,0.00221767
60509,60.509,0.002218
60527,60.527,0.00221833
60545,60.545,0.00221867
60564,60.564,0.00221902
60582,60.582,0.00221935
60600,60.6,0.00221968
60618,60.618,0.00222002
60636,60.636,0.00222035
60655,60.655,0.00222071
60673,60.673,0.00222105
60691,60.691,0.00222138
60709,60.709,0.00222172
60727,60.727,0.00222206
60745,60.745,0.0022224
60764,60.764,0.00222276
60782,60.782,0.0022231
60800,60.8,0.00222344
60818,60.818,0.00222378
60836,60.836,0.00222412
60855,60.855,0.00222449
60873,60.873,0.00222483
60891,60.891,0.00222518
60909,60.909,0.00222552
60927,60.927,0.00222587
60945,60.945,0.00222621
60964,60.964,0.00222658
60982,60.982,0.00222693
61000,61,0.00222728
61018,61.018,0.00222763
61036,61.036,0.00222798
61055,61.055,0.00222835
61073,61.073,0.0022287
61091,61.091,0.00222905
61109,61.109,0.0022294
61127,61.127,0.00222975
61145,61.145,0.00223011
61164,61.164,0.00223048
61182,61.182,0.00223084
61200,61.2,0.00223119
61218,61.218,0.00223155
61236,61.236,0.00223191
61255,61.255,0.00223228
61273,61.273,0.00223264
61291,61.291,0.002233
61309,61.309,0.00223336
61327,61.327,0.00223372
61345,61.345,0.00223408
61364,61.364,0.00223447
61382,61.382,0.00223483
61400,61.4,0.00223519
61418,61.418,0.00223555
61436,61.436,0.00223592
61455,61.455,0.0022363
61473,61.473,0.00223667
61491,61.491,0.00223704
61509,61.509,0.0022374
61527,61.527,0.00223777
61545,61.545,0.00223814
61564,61.564,0.00223853
61582,61.582,0.0022389
61600,61.6,0.00223927
61618,61.618,0.00223964
61636,61.636,0.00224001
61655,61.655,0.0022404
61673,61.673,0.00224078
61691,61.691,0.00224115
61709,61.709,0.00224152
61727,61.727,0.0022419
61745,61.745,0.00224227
61764,61.764,0.00224267
61782,61.782,0.00224305
61800,61.8,0.00224343
61818,61.818,0.0022438
61836,61.836,0.00224418
61855,61.855,0.00224458
61873,61.873,0.00224496
61891,61.891,0.00224534
61909,61.909,0.00224572
61927,61.927,0.00224611
61945,61.945,0.00224649
61964,61.964,0.00224689
61982,61.982,0.00224728
62000,62,0.00224766
62018,62.018,0.00224805
62036,62.036,0.00224843
62055,62.055,0.00224884
62073,62.073,0.00224923
62091,62.091,0.00224961
62109,62.109,0.00225
62127,62.127,0.00225039
62145,62.145,0.00225078
62164,62.164,0.00225119
62182,62.182,0.00225158
62200,62.2,0.00225197
62218,62.218,0.00225237
62236,62.236,0.00225276
62255,62.255,0.00225317
62273,62.273,0.00225357
62291,62.291,0.00225396
62309,62.309,0.00225436
62327,62.327,0.00225475
62345,62.345,0.00225515
62364,62.364,0.00225557
62382,62.382,0.00225597
62400,62.4,0.00225637
62418,62.418,0.00225677
62436,62.436,0.00225716
62455,62.455,0.00225759
62473,62.473,0.00225799
62491,62.491,0.00225839
62509,62.509,0.00225879
62527,62.527,0.00225919
62545,62.545,0.0022596
62564,62.564,0.00226002
62582,62.582,0.00226043
62600,62.6,0.00226083
62618,62.618,0.00226124
62636,62.636,0.00226165
62655,62.655,0.00226208
62673,62.673,0.00226248
62691,62.691,0.00226289
62709,62.709,0.0022633
62727,62.727,0.00226371
62745,62.745,0.00226412
62764,62.764,0.00226455
62782,62.782,0.00226497
62800,62.8,0.00226538
62818,62.818,0.00226579
62836,62.836,0.0022662
62855,62.855,0.00226664
62873,62.873,0.00226706
62891,62.891,0.00226747
62909,62.909,0.00226789
62927,62.927,0.0022683
62945,62.945,0.00226872
62964,62.964,0.00226916
62982,62.982,0.00226958
63000,63,0.00227
63018,63.018,0.00227042
63036,63.036,0.00227084
63055,63.055,0.00227128
63073,63.073,0.0022717
63091,63.091,0.00227213
63109,63.109,0.00227255
63127,63.127,0.00227297
63145,63.145,0.00227339
63164,63.164,0.00227384
63182,63.182,0.00227427
63200,63.2,0.00227469
63218,63.218,0.00227512
63236,63.236,0.00227555
63255,63.255,0.002276
63273,63.273,0.00227643
63291,63.291,0.00227685
63309,63.309,0.00227728
63327,63.327,0.00227771
63345,63.345,0.00227814
63364,63.364,0.0022786
63382,63.382,0.00227903
63400,63.4,0.00227946
63418,63.418,0.00227989
63436,63.436,0.00228033
63455,63.455,0.00228079
63473,63.473,0.00228122
63491,63.491,0.00228166
63509,63.509,0.00228209
63527,63.527,0.00228253
63545,63.545,0.00228297
63564,63.564,0.00228343
63582,63.582,0.00228387
63600,63.6,0.00228431
63618,63.618,0.00228474
63636,63.636,0.00228518
63655,63.655,0.00228565
63673,63.673,0.00228609
63691,63.691,0.00228653
63709,63.709,0.00228698
63727,63.727,0.00228742
63745,63.745,0.00228786
63764,63.764,0.00228833
63782,63.782,0.00228878
63800,63.8,0.00228922
63818,63.818,0.00228967
63836,63.836,0.00229011
63855,63.855,0.00229059
63873,63.873,0.00229103
63891,63.891,0.00229148
63909,63.909,0.00229193
63927,63.927,0.00229238
63945,63.945,0.00229283
63964,63.964,0.00229331
63982,63.982,0.00229376
64000,64,0.00229421
64018,64.018,0.00229466
64036,64.036,0.00229511
64055,64.055,0.00229559
64073,64.073,0.00229605
64091,64.091,0.0022965
64109,64.109,0.00229696
64127,64.127,0.00229741
64145,64.145,0.00229787
64164,64.164,0.00229835
64182,64.182,0.00229881
64200,64.2,0.00229927
64218,64.218,0.00229973
64236,64.236,0.00230019
64255,64.255,0.00230067
64273,64.273,0.00230113
64291,64.291,0.0023016
64309,64.309,0.00230206
64327,64.327,0.00230252
64345,64.345,0.00230298
64364,64.364,0.00230347
64382,64.382,0.00230394
64400,64.4,0.0023044
64418,64.418,0.00230487
64436,64.436,0.00230533
64455,64.455,0.00230582
64473,64.473,0.00230629
64491,64.491,0.00230676
64509,64.509,0.00230723
64527,64.527,0.0023077
64545,64.545,0.00230817
64564,64.564,0.00230866
64582,64.582,0.00230913
64600,64.6,0.0023096
64618,64.618,0.00231007
64636,64.636,0.00231055
64655,64.655,0.00231105
64673,64.673,0.00231152
64691,64.691,0.00231199
64709,64.709,0.00231247
64727,64.727,0.00231294
64745,64.745,0.00231342
64764,64.764,0.00231392
64782,64.782,0.0023144
64800,64.8,0.00231487
64818,64.818,0.00231535
64836,64.836,0.00231583
64855,64.855,0.00231634
64873,64.873,0.00231682
64891,64.891,0.0023173
64909,64.909,0.00231778
64927,64.927,0.00231826
64945,64.945,0.00231874
64964,64.964,0.00231925
64982,64.982,0.00231973
65000,65,0.00232022
65018,65.018,0.0023207
65036,65.036,0.00232118
65055,65.055,0.0023217
65073,65.073,0.00232218
65091,65.091,0.00232267
65109,65.109,0.00232315
65127,65.127,0.00232364
65145,65.145,0.00232413
65164,65.164,0.00232465
65182,65.182,0.00232513
65200,65.2,0.00232562
65218,65.218,0.00232611
65236,65.236,0.00232661
65255,65.255,0.00232712
65273,65.273,0.00232762
65291,65.291,0.00232811
65309,65.309,0.0023286
65327,65.327,0.00232909
65345,65.345,0.00232959
65364,65.364,0.00233011
65382,65.382,0.00233061
65400,65.4,0.0023311
65418,65.418,0.0023316
65436,65.436,0.00233209
65455,65.455,0.00233262
65473,65.473,0.00233312
65491,65.491,0.00233362
65509,65.509,0.00233411
65527,65.527,0.00233461
65545,65.545,0.00233511
65564,65.564,0.00233564
65582,65.582,0.00233614
65600,65.6,0.00233665
65618,65.618,0.00233715
65636,65.636,0.00233765
65655,65.655,0.00233818
65673,65.673,0.00233869
65691,65.691,0.00233919
65709,65.709,0.0023397
65727,65.727,0.0023402
65745,65.745,0.00234071
65764,65.764,0.00234124
65782,65.782,0.00234175
65800,65.8,0.00234226
65818,65.818,0.00234276
65836,65.836,0.00234327
65855,65.855,0.00234381
65873,65.873,0.00234432
65891,65.891,0.00234483
65909,65.909,0.00234534
65927,65.927,0.00234585
65945,65.945,0.00234637
65964,65.964,0.00234691
65982,65.982,0.00234742
66000,66,0.00234793
66018,66.018,0.00234845
66036,66.036,0.00234896
66055,66.055,0.00234951
66073,66.073,0.00235002
66091,66.091,0.00235054
66109,66.109,0.00235105
66127,66.127,0.00235157
66145,66.145,0.00235209
66164,66.164,0.00235264
66182,66.182,0.00235315
66200,66.2,0.00235367
66218,66.218,0.00235419
66236,66.236,0.00235471
66255,66.255,0.00235526
66273,66.273,0.00235579
66291,66.291,0.00235631
66309,66.309,0.00235683
66327,66.327,0.00235735
66345,66.345,0.00235788
66364,66.364,0.00235843
66382,66.382,0.00235896
66400,66.4,0.00235948
66418,66.418,0.00236001
66436,66.436,0.00236053
66455,66.455,0.00236109
66473,66.473,0.00236162
66491,66.491,0.00236214
66509,66.509,0.00236267
66527,66.527,0.0023632
66545,66.545,0.00236373
66564,66.564,0.00236429
66582,66.582,0.00236482
66600,66.6,0.00236535
66618,66.618,0.00236588
66636,66.636,0.00236641
66655,66.655,0.00236698
66673,66.673,0.00236751
66691,66.691,0.00236804
66709,66.709,0.00236858
66727,66.727,0.00236911
66745,66.745,0.00236965
66764,66.764,0.00237021
66782,66.782,0.00237075
66800,66.8,0.00237128
66818,66.818,0.00237182
66836,66.836,0.00237236
66855,66.855,0.00237293
66873,66.873,0.00237346
66891,66.891,0.002374
